"manip"	"postatt1"	"preatt1"	"biology"	"notbiology"	"lib3ptC"	"ageB"	"male"	"hisp"	"black"	"educ"	"religosity"	"biolib3ptC"	"notbiolib3ptC"	"pgenetint"	"pgaymar"	"postgaymar"	"pgaycu"	"postgaycu"	"pgayadopt"	"postgayadopt"	"preright3"	"postright3"	"pgayimmoral"	"postgayimmoral"	"pgayaccept"	"postgayaccept"	"pgaychild"	"postgaychild"	"premoral"	"postmoral"	"pgaytherm"	"postgaytherm"	"pstrtherm"	"poststrtherm"	"prehomhetdif"	"posthomhetdif"	"knowgay"	"prot"	"cath"	"bornagain"
"16"	1	0	0	0	1	-0.5	0.76056338028169	1	0	0	0.25	0.2	0	-0.5	1	0	0	0.8	0.8	0.2	0.2	0.333333343267441	0.333333343267441	0	0.2	0.4	0.2	0.333333333333333	0.333333333333333	0.200000002980232	0.200000002980232	0.4	0.1	1	0.9	-0.600000023841858	-0.800000011920929	0	0	1	0
"17"	1	0.5	0.5	0	0	0.5	0.647887323943662	1	0	0	0.25	0.8	0	0	0.666666666666667	0.2	0.2	0.2	0.2	0.2	0.2	0.200000002980232	0.200000002980232	0	0.2	0.2	0.2	0.333333333333333	0	0.100000001490116	0.200000002980232	0.5	0.5	0.85	0.95	-0.349999994039536	-0.449999988079071	0	1	0	1
"18"	1	0	0	0	1	0	0.549295774647887	0	1	0	0.5	1	0	0	1	0	0.2	0	0.2	0.4	0.2	0.133333340287209	0.200000002980232	0.2	0.2	1	0.8	0.666666666666667	0.666666666666667	0.600000023841858	0.5	0.8	0.5	0.8	0.5	0	0	1	0	0	1
"19"	1	0.75	0.5	1	0	0	0.633802816901408	0	0	0	0.25	0.8	0	0	0.666666666666667	0.4	0.4	0.6	0.6	0.4	0.2	0.466666668653488	0.400000005960464	0.4	0.4	0.6	0.6	0.666666666666667	NA	0.5	0.5	0.5	0.5	1	0.9	-0.5	-0.400000005960464	0	1	0	0
"20"	1	0.5	0.5	0	1	0.5	0.605633802816901	0	0	0	1	0.2	0	0.5	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1	0.9	0.8	0.9	1	0	-0.200000002980232	1	0	0	0
"21"	1	0.5	0.5	0	0	0	0.816901408450704	1	0	0	0.75	0.8	0	0	0.333333333333333	0.2	0.4	0.8	1	0.6	0.6	0.533333361148834	0.666666686534882	0.4	0.4	0.6	0.4	0.666666666666667	0.666666666666667	0.5	0.400000005960464	0.4	0.5	0.8	0.8	-0.400000005960464	-0.300000011920929	1	0	1	0
"22"	1	1	0.25	0	1	-0.5	0.0704225352112676	1	0	0	0.5	0.4	0	-0.5	0.333333333333333	0	0	0.8	0.6	0.8	1	0.533333361148834	0.533333361148834	NA	1	1	1	1	1	NA	1	1	1	1	1	0	0	1	0	0	0
"23"	1	0.5	1	0	0	0	0.661971830985915	0	1	0	0.5	1	0	0	1	0.2	0.2	0.4	0.6	0.6	0.6	0.400000005960464	0.466666668653488	0.2	0.2	1	1	0.666666666666667	0.666666666666667	0.600000023841858	0.600000023841858	0.9	0.9	1	1	-0.100000001490116	-0.100000001490116	1	0	0	1
"24"	1	0.75	0.75	0	1	0.5	0.295774647887324	0	0	0	1	0.6	0	0.5	0.333333333333333	1	1	1	1	1	0.8	1	0.933333337306976	0.8	0.8	1	0.8	1	1	0.899999976158142	0.800000011920929	0.95	0.9	0.85	0.85	0.100000001490116	0.0500000007450581	1	1	0	0
"25"	1	0.75	0.5	0	0	-0.5	0.154929577464789	0	0	0	0.5	0.4	0	0	0.666666666666667	0.4	0.6	0.6	0.6	0.8	0.8	0.600000023841858	0.666666686534882	0.6	0.2	0.4	0.8	0.333333333333333	0.666666666666667	0.5	0.5	0.8	0.1	0.8	0.1	0	0	1	0	0	1
"26"	1	0.25	0	0	0	0.5	0.0845070422535211	0	1	0	0.75	0.2	0	0	0	0	0.2	0.8	1	1	1	0.600000023841858	0.733333349227905	0	0	0.2	0	0.666666666666667	1	0.100000001490116	0	0.5	0.3	0.5	0.5	0	-0.200000002980232	1	0	0	0
"27"	1	0.75	0.25	1	0	0	0.563380281690141	0	0	0	0.25	0	0	0	0.333333333333333	0.8	0.8	0.8	0.8	0.8	0.6	0.800000011920929	0.733333349227905	NA	0.6	0.8	0.8	1	1	NA	0.699999988079071	0.5	0.5	0.5	0.5	0	0	0	0	0	0
"28"	1	NA	0.25	0	1	-0.5	0.676056338028169	0	0	0	0.25	0.8	0	-0.5	0.666666666666667	0	NA	0.4	NA	0.2	0	0.200000002980232	NA	0	0	0.2	0.2	0.333333333333333	0	0.100000001490116	0.100000001490116	0	0.1	0.8	1	-0.800000011920929	-0.899999976158142	0	1	0	1
"29"	1	0	0.25	0	1	0	0	1	0	0	0	0.8	0	0	1	0	0	0	0	0.2	0	0.0666666701436043	0	0	0	0.4	0.2	0.333333333333333	0.333333333333333	0.200000002980232	0.100000001490116	0.5	0.45	0.8	1	-0.300000011920929	-0.550000011920929	0	0	1	0
"30"	1	0.25	0.25	1	0	-0.5	0.450704225352113	0	0	0	0.75	0.6	-0.5	0	0	0	0	0.4	0.6	0.2	0.2	0.200000002980232	0.266666680574417	0.2	0	0.2	0.2	0.666666666666667	0.333333333333333	0.200000002980232	0.100000001490116	0.4	0.5	0.5	0.7	-0.100000001490116	-0.200000002980232	1	0	0	1
"31"	1	0.25	0	0	0	0	0.422535211267606	1	0	0	0.5	0.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.98	1	-0.970000028610229	-0.990000009536743	0	0	0	1
"32"	1	0.25	0.5	0	1	0	0.366197183098592	1	0	0	0.75	0.8	0	0	0	0	0.4	0	0.6	0	0.4	0	0.466666668653488	0.2	0.2	0.2	0.4	0	0	0.200000002980232	0.300000011920929	0.2	0.4	0.8	0.6	-0.600000023841858	-0.200000002980232	1	0	0	1
"33"	1	0.75	1	0	1	0.5	0.690140845070423	0	0	0	0.5	0	0	0.5	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9	0.75	0.8	0.25	0.100000001490116	1	0	0	0
"34"	1	0.5	0.75	0	0	0	0.676056338028169	0	1	0	0.5	0.8	0	0	0.333333333333333	0.6	0.8	0.8	0.8	0.6	0.8	0.666666686534882	0.800000011920929	NA	0.8	NA	0.8	0.666666666666667	0.666666666666667	NA	0.800000011920929	0.5	0.4	0.5	0.5	0	-0.100000001490116	1	0	0	0
"35"	1	0.75	0.75	0	0	0	0.309859154929577	1	0	0	1	0	0	0	0.666666666666667	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.8	1	0.8	1	0.666666666666667	0.666666666666667	0.800000011920929	1	0.5	0.9	0.5	0.9	0	0	1	0	0	0
"36"	1	1	0.75	0	0	0.5	0.450704225352113	1	0	1	0.25	0.4	0	0	1	1	1	1	1	0.8	0.8	0.933333337306976	0.933333337306976	1	1	1	1	1	1	1	1	1	0.9	1	0.9	0	0	1	0	1	0
"37"	1	0	0	1	0	-0.5	0.028169014084507	1	0	0	0.25	0	-0.5	0	1	0	0.2	0	0	0	0.2	0	0.133333340287209	0	0.8	0.8	0.8	1	0.333333333333333	0.400000005960464	0.800000011920929	0	0.5	0	1	0	-0.5	0	0	1	0
"38"	1	1	1	0	0	0	0.323943661971831	1	0	0	1	0.6	0	0	0.333333333333333	0.4	0.4	0.2	0.2	0.2	0.4	0.266666680574417	0.333333343267441	0.4	0.4	0.4	0.4	0.333333333333333	0.333333333333333	0.400000005960464	0.400000005960464	0.5	0.4	1	0.5	-0.5	-0.100000001490116	0	0	0	0
"39"	1	0	0.25	0	1	0	0.507042253521127	0	0	0	0.25	0.2	0	0	0.666666666666667	0.6	0.4	0.6	0.6	0.6	0.2	0.600000023841858	0.400000005960464	0.8	0.8	0.8	0.6	1	1	0.800000011920929	0.699999988079071	0.6	0.5	0.95	1	-0.349999994039536	-0.5	0	0	1	0
"40"	1	0.75	0.75	0	0	0	0.126760563380282	1	0	0	0.25	0	0	0	0.666666666666667	0.8	0.8	0.8	0.8	0.8	0.6	0.800000011920929	0.733333349227905	0.8	0.6	0.8	0.8	0.666666666666667	0.666666666666667	0.800000011920929	0.699999988079071	0.5	0.5	0.8	0.5	-0.300000011920929	0	0	0	0	0
"41"	1	0.75	1	1	0	0	0.605633802816901	0	0	0	0.25	0	0	0	0.666666666666667	1	1	1	0.8	1	0.8	1	0.866666674613953	1	1	1	1	1	0.666666666666667	1	1	0.5	0.9	0.5	0.9	0	0	1	1	0	0
"42"	1	0.5	0.5	0	0	0	0.802816901408451	1	0	0	0.5	0.8	0	0	1	0.2	0	0.2	0	0	0	0.133333340287209	0	0.2	0	0.4	0.4	0.666666666666667	0.666666666666667	0.300000011920929	0.200000002980232	0.47	0.5	0.77	0.65	-0.300000011920929	-0.150000005960464	0	0	0	1
"43"	1	0.75	0.75	1	0	0	0.633802816901408	0	0	0	0.25	0.4	0	0	0.666666666666667	0.2	0.2	0.6	0.8	0.2	0.4	0.333333343267441	0.466666668653488	0.4	0.4	0.4	0.4	0.333333333333333	0.333333333333333	0.400000005960464	0.400000005960464	0.4	0.6	0.9	0.9	-0.5	-0.300000011920929	1	1	0	0
"44"	1	1	1	1	0	0.5	0.267605633802817	0	0	1	0.75	0	0.5	0	0.333333333333333	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.8	0.8	0.8	0.8	1	0.666666666666667	0.800000011920929	0.800000011920929	0.7	0.7	0.85	0.7	-0.150000005960464	0	1	0	1	0
"45"	0	0.75	0	0	1	-0.5	0.647887323943662	1	0	0	0.25	0	0	-0.5	0.666666666666667	0.6	0.8	0.6	0.8	0.4	0.2	0.533333361148834	0.600000023841858	0.4	0.4	0.6	0.8	0.333333333333333	0.333333333333333	0.5	0.600000023841858	0.51	0.5	1	0.5	-0.490000009536743	0	1	0	0	0
"46"	1	0.5	0.5	0	1	0	0.746478873239437	0	0	0	0.5	0.8	0	0	0.333333333333333	0.4	0.4	0.8	1	0.4	0.8	0.533333361148834	0.733333349227905	0.8	0.6	0.8	0.6	0.666666666666667	0.666666666666667	0.800000011920929	0.600000023841858	0.7	0.5	0.8	0.5	-0.100000001490116	0	1	1	0	0
"47"	1	1	1	0	0	0.5	0.577464788732394	0	0	0	1	0.4	0	0	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.6	0.7	0.6	0.7	0	0	1	0	0	0
"48"	1	0.75	1	0	0	0	0.0563380281690141	1	0	0	0.5	0.4	0	0	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
"49"	1	1	1	0	0	-0.5	0.0985915492957746	0	0	0	0.5	0.8	0	0	0	1	1	0	1	1	1	0.666666686534882	1	1	0.8	1	0.8	0.666666666666667	0.666666666666667	1	0.800000011920929	1	1	1	1	0	0	1	1	0	0
"50"	1	0.25	0.25	1	0	0	0.464788732394366	1	1	0	0.25	0.2	0	0	1	0.6	0.6	0.6	0.6	0.6	0.4	0.600000023841858	0.533333361148834	0.8	0.6	0.6	0.8	1	1	0.699999988079071	0.699999988079071	0.45	0.5	0.8	0.7	-0.349999994039536	-0.200000002980232	1	0	0	0
"51"	1	0.25	0.5	1	0	0	0.549295774647887	1	0	1	0.25	0.2	0	0	0.666666666666667	0.4	0.4	0.4	0.4	0.4	0.4	0.400000005960464	0.400000005960464	0.4	0.4	0.6	0.6	0.333333333333333	0.333333333333333	0.5	0.5	0.5	0.5	1	0.7	-0.5	-0.200000002980232	1	0	1	0
"52"	1	0.75	0.75	0	1	0.5	0.577464788732394	0	0	0	0.75	0	0	0.5	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	0.666666666666667	1	1	1	1	1	1	0	0	1	0	0	0
"53"	0	0.5	0.5	0	1	0	0.28169014084507	1	0	0	0	0.4	0	0	1	0.4	0.6	0.6	0.6	0.4	0.8	0.466666668653488	0.666666686534882	0.2	0.4	0.2	0.4	0.666666666666667	0.666666666666667	0.200000002980232	0.400000005960464	0.5	0.5	1	1	-0.5	-0.5	0	1	0	1
"54"	1	0.25	0	1	0	-0.5	0.746478873239437	1	0	0	1	0.2	-0.5	0	0.666666666666667	0.2	0	0.8	0.8	0	0.2	0.333333343267441	0.333333343267441	0.4	0.8	1	0.8	1	1	0.699999988079071	0.800000011920929	0.5	0.9	0.7	0.9	-0.200000002980232	0	1	0	0	1
"55"	1	NA	1	0	1	0.5	0.028169014084507	1	0	1	0.5	0	0	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	1	0	0	1	0	0	0
"56"	1	0.75	0.5	1	0	0	0.746478873239437	1	0	0	0.25	0	0	0	0.666666666666667	0.8	0.8	0.8	0.8	0.6	0.6	0.733333349227905	0.733333349227905	0.8	0.8	0.8	0.8	1	1	0.800000011920929	0.800000011920929	0.5	0.5	0.5	0.5	0	0	0	0	1	0
"57"	1	0	0	0	1	-0.5	0.422535211267606	1	0	1	0.25	0.8	0	-0.5	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.8	1	-0.800000011920929	-0.800000011920929	1	0	0	1
"58"	1	0.25	0.5	0	1	0	0.647887323943662	0	0	0	0.5	0.8	0	0	0.333333333333333	0.8	0.8	0.8	0.8	0.8	0.6	0.800000011920929	0.733333349227905	0.8	0.6	0.8	0.8	1	0.666666666666667	0.800000011920929	0.699999988079071	0.5	0.5	0.5	0.5	0	0	0	1	0	0
"59"	0	NA	0	0	1	0.5	0.154929577464789	1	0	1	0	0	0	0.5	NA	0	NA	0	NA	0	NA	0	NA	1	NA	0	NA	1	NA	0.5	NA	0.3	0.5	0.2	0	0.100000001490116	0.5	0	0	0	0
"60"	1	0.75	0.75	0	0	0.5	0.577464788732394	0	0	0	0.5	0.8	0	0	0.666666666666667	0.8	1	1	1	1	1	0.933333337306976	1	0.8	1	0.8	1	0.666666666666667	0.666666666666667	0.800000011920929	1	0.5	0.5	0.5	0.5	0	0	1	1	0	0
"61"	1	0.25	0.25	0	0	0	0.126760563380282	0	0	0	0	0.2	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1	-0.0500000007450581	-1	0	0	1	0
"62"	1	0	0	1	0	0	0.577464788732394	1	0	0	0.25	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.9	-0.100000001490116	-0.800000011920929	1	0	0	1
"63"	1	0.25	0.5	0	1	-0.5	0.338028169014085	0	0	0	0.5	0	0	-0.5	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0.4	0	0	0.200000002980232	0.200000002980232	0.5	0	1	0	-0.5	0	0	0	0	0
"64"	0	NA	NA	1	0	0	0.169014084507042	0	0	1	0.5	0.8	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	0	1	1
"65"	1	0.5	0.25	0	0	0	0.690140845070423	0	0	0	0.5	0.2	0	0	1	0.2	0.4	0.4	0.4	0.4	0.6	0.333333343267441	0.466666668653488	0.4	0.4	0.4	0.4	0.333333333333333	0.333333333333333	0.400000005960464	0.400000005960464	0.4	0.4	1	1	-0.600000023841858	-0.600000023841858	0	0	1	0
"66"	1	0.75	0.75	0	0	0	0.323943661971831	0	0	1	0.75	0.8	0	0	0.666666666666667	0.6	0.6	0.8	0.8	0.8	0.8	0.733333349227905	0.733333349227905	0.4	0.4	0.8	0.8	0.666666666666667	1	0.600000023841858	0.600000023841858	0.8	0.8	0.9	0.9	-0.100000001490116	-0.100000001490116	1	0	1	0
"67"	1	0.75	0.75	1	0	0.5	0.225352112676056	0	0	0	0.75	0.8	0.5	0	0.666666666666667	0.8	0.8	1	1	0.8	0.8	0.866666674613953	0.866666674613953	0.4	0.4	0.8	0.8	0.666666666666667	0.333333333333333	0.600000023841858	0.600000023841858	0.75	0.95	0.75	0.95	0	0	1	0	0	1
"68"	1	0.75	1	0	0	0.5	0.591549295774648	1	0	0	0.5	0	0	0	0.333333333333333	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	0	0	1	0	0	0
"69"	1	1	NA	0	1	0	0.507042253521127	0	0	0	0.75	0.2	0	0	NA	NA	1	NA	1	NA	1	NA	1	NA	0.4	NA	0.6	NA	1	NA	0.5	NA	0.8	NA	0.8	NA	0	NA	NA	NA	NA
"70"	1	0	0	0	0	0.5	0.154929577464789	0	1	0	0.25	0.4	0	0	1	0.2	0.6	0.8	1	0.8	0.4	0.600000023841858	0.666666686534882	0	0.4	0	0.4	1	0.666666666666667	0	0.400000005960464	0	0	0.07	0	-0.0700000002980232	0	0	1	0	0
"71"	1	1	1	0	1	0	0.591549295774648	1	0	0	0.75	0	0	0	0.333333333333333	0.8	0.8	1	1	1	1	0.933333337306976	0.933333337306976	0.8	1	1	1	1	1	0.899999976158142	1	0.5	0.5	0.5	0.5	0	0	1	0	0	0
"72"	1	0.75	0.75	0	1	0.5	0.338028169014085	1	0	0	1	0.2	0	0.5	0.333333333333333	1	1	1	0.8	0.8	0.8	0.933333337306976	0.866666674613953	1	1	1	0.8	1	1	1	0.899999976158142	0.6	0.5	0.6	0.5	0	0	1	0	0	0
"73"	1	0.75	0.75	1	0	0	0.535211267605634	1	0	0	1	0.2	0	0	0.666666666666667	0.6	0.4	0.6	0.8	1	0.8	0.733333349227905	0.666666686534882	0.8	0.8	0.8	0.8	1	1	0.800000011920929	0.800000011920929	0.75	0.65	0.75	0.65	0	0	1	0	0	0
"74"	1	0.75	0.75	1	0	0.5	0.71830985915493	0	1	0	1	0.2	0.5	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0
"75"	1	0.25	0.5	0	1	-0.5	0.352112676056338	1	0	0	0.25	0.8	0	-0.5	0.666666666666667	0	0.2	0.2	0.2	0.2	0.2	0.133333340287209	0.200000002980232	1	0.2	0.2	0.2	0.333333333333333	0.666666666666667	0.600000023841858	0.200000002980232	0	0.2	1	0.9	-1	-0.699999988079071	0	0	0	1
"76"	0	1	0	1	0	0	0.197183098591549	1	0	0	0.25	1	0	0	1	0	0	0	0	0	0	0	0	1	0.2	1	0.8	0	0.666666666666667	1	0.5	0	0	1	1	-1	-1	0	0	1	1
"77"	1	0.25	0.25	0	0	0.5	0.619718309859155	0	1	0	0.25	0.6	0	0	1	0.4	0.2	0.4	0.8	0.6	0.8	0.466666668653488	0.600000023841858	0.2	0.2	0.2	0	1	1	0.200000002980232	0.100000001490116	0.5	0.5	0.6	0.5	-0.100000001490116	0	0	0	0	0
"78"	1	0	0.25	0	0	0	0.352112676056338	0	0	0	1	0.6	0	0	0.666666666666667	1	1	1	1	1	0.8	1	0.933333337306976	0	1	1	1	0.666666666666667	1	0.5	1	0.75	0.9	0.75	0.9	0	0	1	0	0	0
"79"	1	0.25	0.25	1	0	-0.5	0.338028169014085	1	0	0	0	0.4	-0.5	0	0.333333333333333	0	0	0	0	0.2	0.2	0.0666666701436043	0.0666666701436043	0	0	0.2	0.2	0	0	0.100000001490116	0.100000001490116	0	0	0.99	1	-0.990000009536743	-1	0	0	0	1
"80"	1	0.75	0.75	0	0	-0.5	0.71830985915493	0	0	0	0.25	0.2	0	0	0.666666666666667	0.6	0.4	0.6	0.4	0.4	0	0.533333361148834	0.266666680574417	0.4	0.2	0.6	0.8	0.666666666666667	0.666666666666667	0.5	0.5	0.5	0.7	0.8	1	-0.300000011920929	-0.300000011920929	1	0	1	1
"81"	1	0.25	0.25	0	1	-0.5	0.661971830985915	1	0	1	1	0.8	0	-0.5	0.333333333333333	0	0	1	0.8	0.4	NA	0.466666668653488	NA	0.4	0.2	0.4	0.6	0	0	0.400000005960464	0.400000005960464	0.5	0	0.9	1	-0.400000005960464	-1	1	1	0	0
"82"	1	1	0.75	0	0	0.5	0.704225352112676	0	0	1	0.25	0.4	0	0	0.333333333333333	0.8	0.8	1	1	0.6	0.6	0.800000011920929	0.800000011920929	0.8	0.6	1	1	0	0	0.899999976158142	0.800000011920929	0.5	0.5	0.9	0.7	-0.400000005960464	-0.200000002980232	1	0	0	0
"83"	1	1	1	0	0	0	0.647887323943662	0	0	1	1	0.8	0	0	0	0.6	0.6	1	1	1	1	0.866666674613953	0.866666674613953	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0
"84"	1	1	1	1	0	0.5	0	0	0	0	0.25	0.8	0.5	0	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.4	1	0.98	0	-0.579999983310699	1	1	0	0
"85"	1	0.5	0.5	1	0	0	0.211267605633803	1	0	0	1	0.2	0	0	0.333333333333333	0.8	0.8	0.8	0.8	0.6	0.6	0.733333349227905	0.733333349227905	0.6	0.6	0.8	0.8	0.333333333333333	0.333333333333333	0.699999988079071	0.699999988079071	0.65	0.5	0.75	0.5	-0.100000001490116	0	1	0	1	0
"86"	1	0	0.25	0	1	0	0.52112676056338	0	0	0	0.25	0.8	0	0	1	0	0	0	0	0	0.2	0	0.0666666701436043	1	0	0	0	0	0	0.5	0	0.5	0.4	1	1	-0.5	-0.600000023841858	0	0	0	1
"87"	0	0	0	1	0	0.5	0.225352112676056	0	0	1	0	0	0.5	0	1	1	1	0.8	0.8	1	1	0.933333337306976	0.933333337306976	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	0	1	0
"88"	0	0.75	0.75	1	0	0	0.746478873239437	0	0	0	0.25	0.2	0	0	0.666666666666667	0.2	0.2	0.2	0.6	0.6	0.8	0.333333343267441	0.533333361148834	0.8	0.8	0.8	0.8	0.666666666666667	1	0.800000011920929	0.800000011920929	0.5	0.5	0.8	0.8	-0.300000011920929	-0.300000011920929	0	1	0	0
"89"	1	0.5	0.75	0	1	0	0.408450704225352	1	0	1	0.5	0.8	0	0	1	0.8	0.6	0.8	NA	0.6	0.4	0.733333349227905	NA	0.8	NA	1	0.8	1	0.333333333333333	0.899999976158142	NA	0.9	0.5	0.5	1	0.400000005960464	-0.5	0	0	1	0
"90"	1	NA	NA	1	0	-0.5	0.0140845070422535	0	0	0	0.25	0.8	-0.5	0	1	0.2	0	NA	0.2	0	0	NA	0.0666666701436043	0	0.2	0	0	0	0	0	0.100000001490116	0.25	0.35	1	0.7	-0.75	-0.349999994039536	0	0	1	0
"91"	1	1	1	0	0	-0.5	0.112676056338028	1	1	0	0.25	0	0	0	1	0.2	0.4	0.2	0.4	0.2	0.4	0.200000002980232	0.400000005960464	0.8	0.6	0.6	0.4	1	1	0.699999988079071	0.5	0.1	0.5	0.1	0.5	0	0	0	0	0	0
"92"	1	0.25	0	0	0	-0.5	0.76056338028169	0	0	0	0.5	1	0	0	0.333333333333333	0	0	0.2	0.4	0	0	0.0666666701436043	0.133333340287209	0	0	0	0.2	0	0	0	0.100000001490116	0.1	0.5	0.9	0.5	-0.800000011920929	0	1	0	0	1
